,Disease,ID,Symptoms
1527,Hyperglycaemia (high blood sugar),153,coronary heart disease - where the main arteries that supply your heart (the coronary arteries) become clogged up with plaques (fatty deposits)
1528,Hyperglycaemia (high blood sugar),153,strokes - a serious condition where the blood supply to your brain is interrupted
1529,Hyperglycaemia (high blood sugar),153,heart attacks - a serious condition where the blood supply to part of your heart is blocked
1530,Hyperglycaemia (high blood sugar),153,eating a healthier diet
1531,Hyperglycaemia (high blood sugar),153,exercising more regularly
1532,Hyperglycaemia (high blood sugar),153,reducing the amount of alcohol that you drink.
1533,Hyperhidrosis,154,"Avoid triggers that you know make your sweating worse, such as spicy foods and alcohol"
1534,Hyperhidrosis,154,"Use antiperspirant frequently, rather than deodorant"
1535,Hyperhidrosis,154,"Avoid wearing tight, restrictive clothing and man-made fibres, such as nylon"
1536,Hyperhidrosis,154,Wearing black or white clothing can minimise signs of sweating
1537,Hyperhidrosis,154,Armpit shields can absorb excessive sweat and protect your clothes
1538,Hyperhidrosis,154,"Wear socks that absorb moisture, such as thick socks made of natural fibres, or special soles or sports socks designed to absorb moisture"
1539,Hyperhidrosis,154,Avoid wearing socks made out of man-made materials and change your socks at least twice a day if possible
1540,Hyperhidrosis,154,"Ideally wear shoes made of leather, and try to alternate between different pairs of shoes every day"
1541,Hyperhidrosis,154,"pain, redness or itching where the injections are given"
1542,Hyperhidrosis,154,"nausea, headaches and hot flushes after the injections are given"
1543,Hyperhidrosis,154,another part of your body sweating more to make up for treated area – known as compensatory sweating
1544,Hyperhidrosis,154,muscle weakness around the treatment area
1545,Hyperhidrosis,154,ETS carries a risk of serious complications (see below)
1546,Hyperhidrosis,154,"it's very common for excessive compensatory sweating to occur after the procedure, which causes some people to regret the procedure"
1547,Hyperhidrosis,154,the procedure is not always successful at reducing sweating
1548,Hyperhidrosis,154,sweating of the face and neck after eating food – this is known as gustatory sweating and may affect up to half of people who have the procedure
1549,Hyperhidrosis,154,bleeding into the chest during surgery
1550,Hyperhidrosis,154,"air becoming trapped inside the chest (pneumothorax), which can cause chest pain and breathing difficulties"
1551,Hyperhidrosis,154,damage to the nervous system that causes the upper eyelid on one side of the body to droop (Horner's syndrome) – this may be permanent
1552,Hyperhidrosis,154,making an incision in the armpit and carefully scraping away (curettage) or cutting out (Shelley’s procedure) the sweat glands
1553,Hyperhidrosis,154,"using a probe held above the skin (no incisions are needed), which emits electromagnetic radiation that destroys the sweat glands"
1554,Hyperhidrosis,154,inserting a laser device under the skin through a small incision and using it to destroy the sweat glands
1555,Hypoglycaemia (low blood sugar),155,feeling hungry
1556,Hypoglycaemia (low blood sugar),155,sweating
1557,Hypoglycaemia (low blood sugar),155,dizziness
1558,Hypoglycaemia (low blood sugar),155,tiredness (fatigue)
1559,Hypoglycaemia (low blood sugar),155,blurred vision
1560,Hypoglycaemia (low blood sugar),155,trembling or shakiness
1561,Hypoglycaemia (low blood sugar),155,going pale
1562,Hypoglycaemia (low blood sugar),155,fast pulse or palpitations
1563,Hypoglycaemia (low blood sugar),155,tingling lips
1564,Hypoglycaemia (low blood sugar),155,irritability
1565,Hypoglycaemia (low blood sugar),155,difficulty concentrating
1566,Hypoglycaemia (low blood sugar),155,confusion
1567,Hypoglycaemia (low blood sugar),155,"disorderly or irrational behaviour, which may be mistaken for drunkenness"
1568,Hypoglycaemia (low blood sugar),155,headache – often likened to having a hangover
1569,Hypoglycaemia (low blood sugar),155,feeling unusually tired in the morning
1570,Hypoglycaemia (low blood sugar),155,damp sheets or clothing from sweating
1571,Idiopathic pulmonary fibrosis,156,shortness of breath
1572,Idiopathic pulmonary fibrosis,156,a persistent dry cough
1573,Idiopathic pulmonary fibrosis,156,tiredness
1574,Idiopathic pulmonary fibrosis,156,loss of appetite and weight loss
1575,Idiopathic pulmonary fibrosis,156,rounded and swollen fingertips (clubbed fingers)
1576,Idiopathic pulmonary fibrosis,156,breathing (lung function) tests
1577,Idiopathic pulmonary fibrosis,156,blood tests
1578,Idiopathic pulmonary fibrosis,156,a chest X-ray and computerised tomography (CT) scan
1579,Idiopathic pulmonary fibrosis,156,a lung biopsy (where a small piece of lung tissue is removed during keyhole surgery so it can be analysed)
1580,Idiopathic pulmonary fibrosis,156,"exposure to certain types of dust, such as metal or wood dust"
1581,Idiopathic pulmonary fibrosis,156,viral infections
1582,Idiopathic pulmonary fibrosis,156,a family history of IPF – around 1 in 20 people with IPF has another family member with the condition
1583,Idiopathic pulmonary fibrosis,156,gastro-oesophageal reflux disease (GORD)
1584,Idiopathic pulmonary fibrosis,156,smoking
1585,Idiopathic pulmonary fibrosis,156,"self-care measures – such as stopping smoking, eating healthily and exercising regularly"
1586,Idiopathic pulmonary fibrosis,156,medication to reduce the rate at which scarring worsens – such as pirfenidone and nintedanib
1587,Idiopathic pulmonary fibrosis,156,breathing oxygen through a mask – you can do this while you're at home and/or while you're out and about
1588,Idiopathic pulmonary fibrosis,156,pulmonary rehabilitation – exercises and advice to help you breathe more easily
1589,Idiopathic pulmonary fibrosis,156,"a lung transplant – this is suitable in a few cases, although donor lungs are rare"
1590,Impetigo,157,"through a break in otherwise healthy skin – such as a cut, insect bite or other injury – this is known as primary impetigo"
1591,Impetigo,157,"through skin damaged by another underlying skin condition, such as head lice, scabies or eczema – this is known as secondary impetigo"
1592,Impetigo,157,"don't share flannels, sheets or towels with anyone who has impetigo – wash them at a high temperature after use"
1593,Impetigo,157,wash the sores with soap and water and cover them loosely with a gauze bandage or clothing
1594,Impetigo,157,"avoid touching or scratching the sores, or letting others touch them – it may help to ensure your nails are kept clean and short"
1595,Impetigo,157,"avoid contact with newborn babies, preparing food, playing contact sports, or going to the gym – until the risk of infection has passed"
1596,Impetigo,157,wash your hands frequently – particularly after touching infected skin
1597,Impetigo,157,washable toys should also be washed – wipe non-washable soft toys thoroughly with a cloth that has been wrung out in detergent and warm water and allowed to dry completely
1598,Impetigo,157,cellulitis – an infection of the deeper layers of the skin and underlying tissue
1599,Impetigo,157,"scarlet fever – a rare bacterial infection that causes a fine, pink rash across the body"
1600,Impetigo,157,guttate psoriasis – a non-infectious skin condition that can develop in children and teenagers after a bacterial infection
1601,Impetigo,157,septicaemia (a type of sepsis) – a bacterial infection of the blood
1602,Impetigo,157,Staphylococcal scalded skin syndrome (SSSS) – a serious skin condition that looks like the skin has been scalded with boiling water
1603,Impetigo,157,post-streptococcal glomerulonephritis – an infection of the small blood vessels in the kidneys
1604,Indigestion,158,feeling full or bloated
1605,Indigestion,158,feeling sick (nausea)
1606,Indigestion,158,belching
1607,Indigestion,158,bringing up (regurgitating) fluid or food into the gullet (oesophagus)
1608,Ingrown toenail,159,pain if pressure is placed on the toe
1609,Ingrown toenail,159,inflammation of the skin at the end of the toe
1610,Ingrown toenail,159,a build-up of fluid (oedema) in the area surrounding the toe
1611,Ingrown toenail,159,an overgrowth of skin around the affected toe (hypertrophy)
1612,Ingrown toenail,159,bleeding
1613,Ingrown toenail,159,white or yellow pus coming from the affected area
1614,Symptom may not be a bullet point,160,null
1615,Insomnia,161,find it difficult to fall asleep
1616,Insomnia,161,lie awake for long periods at night
1617,Insomnia,161,wake up several times during the night
1618,Insomnia,161,wake up early in the morning and not be able to get back to sleep
1619,Insomnia,161,not feel refreshed when you get up
1620,Insomnia,161,"find it hard to nap during the day, despite feeling tired"
1621,Insomnia,161,feel tired and irritable during the day and have difficulty concentrating
1622,Insomnia,161,stress and anxiety
1623,Insomnia,161,"a poor sleeping environment – such as an uncomfortable bed, or a bedroom that's too light, noisy, hot or cold"
1624,Insomnia,161,"lifestyle factors – such as jet lag, shift work, or drinking alcohol or caffeine before going to bed"
1625,Insomnia,161,mental health conditions – such as depression and schizophrenia
1626,Insomnia,161,"physical health conditions – such as heart problems, other sleep disorders and long-term pain"
1627,Insomnia,161,"certain medicines – such as some antidepressants, epilepsy medicines and steroid medication"
1628,Insomnia,161,setting regular times for going to bed and waking up
1629,Insomnia,161,relaxing before bed time – try taking a warm bath or listening to calming music
1630,Insomnia,161,"using thick curtains or blinds, an eye mask and earplugs to stop you being woken up by light and noise"
1631,Insomnia,161,"avoiding caffeine, nicotine, alcohol, heavy meals and exercise for a few hours before going to bed"
1632,Insomnia,161,"not watching TV or using phones, tablets or computers shortly before going to bed"
1633,Insomnia,161,not napping during the day
1634,Insomnia,161,"writing a list of your worries, and any ideas about how to solve them, before going to bed to help you forget about them until the morning"
1635,Iron deficiency anaemia,162,tiredness and lack of energy (lethargy)
1636,Iron deficiency anaemia,162,shortness of breath
1637,Iron deficiency anaemia,162,noticeable heartbeats (heart palpitations)
1638,Iron deficiency anaemia,162,a pale complexion
1639,Iron deficiency anaemia,162,headache
1640,Iron deficiency anaemia,162,"hearing sounds that come from inside the body, rather than from an outside source (tinnitus)"
1641,Iron deficiency anaemia,162,an altered sense of taste
1642,Iron deficiency anaemia,162,feeling itchy
1643,Iron deficiency anaemia,162,a sore or abnormally smooth tongue
1644,Iron deficiency anaemia,162,hair loss
1645,Iron deficiency anaemia,162,"a desire to eat non-food items, such as ice, paper or clay (pica)"
1646,Iron deficiency anaemia,162,difficulty swallowing (dysphagia)
1647,Iron deficiency anaemia,162,painful open sores (ulcers) on the corners of your mouth
1648,Iron deficiency anaemia,162,spoon-shaped nails
1649,Iron deficiency anaemia,162,"dark-green leafy vegetables, such as watercress and curly kale"
1650,Iron deficiency anaemia,162,iron-fortified cereals or bread
1651,Iron deficiency anaemia,162,brown rice
1652,Iron deficiency anaemia,162,pulses and beans
1653,Iron deficiency anaemia,162,nuts and seeds
1654,Iron deficiency anaemia,162,"meat, fish and tofu"
1655,Iron deficiency anaemia,162,eggs
1656,Iron deficiency anaemia,162,"dried fruit, such as dried apricots, prunes and raisins"
1657,Irritable bowel syndrome (IBS),163,"eat regular meals including breakfast, lunch and an evening meal (if required, small snacks can be included)"
1658,Irritable bowel syndrome (IBS),163,avoid missing meals or eating late at night
1659,Irritable bowel syndrome (IBS),163,"take time over your meals, making time to sit down and chew your food well"
1660,Irritable bowel syndrome (IBS),163,Reduce your intake of tea and coffee and aim to switch to decaffeinated or naturally caffeine-free varieties such as herbal teas.
1661,Irritable bowel syndrome (IBS),163,"Limit cola and iron brew. Decaffeinated varieties are available, but limiting fizzy drinks generally is best."
1662,Irritable bowel syndrome (IBS),163,"Energy drinks such as Red Bull, Monster and Rock Star are very high in caffeine and should be avoided."
1663,Irritable bowel syndrome (IBS),163,fried foods
1664,Irritable bowel syndrome (IBS),163,fast food
1665,Irritable bowel syndrome (IBS),163,pastries
1666,Irritable bowel syndrome (IBS),163,crisps
1667,Irritable bowel syndrome (IBS),163,cakes
1668,Irritable bowel syndrome (IBS),163,ready meals
1669,Irritable bowel syndrome (IBS),163,potato and pasta salads
1670,Irritable bowel syndrome (IBS),163,oven chips
1671,Irritable bowel syndrome (IBS),163,part-baked breads
1672,Irritable bowel syndrome (IBS),163,eating small but regular meals
1673,Irritable bowel syndrome (IBS),163,eating oats regularly
1674,Irritable bowel syndrome (IBS),163,avoiding foods that are hard to digest such as cauliflower and Brussels sprouts
1675,Irritable bowel syndrome (IBS),163,exercising regularly
1676,Symptom may not be a bullet point,164,null
1677,Itching,165,dry skin
1678,Itching,165,"eczema – where the skin is dry, red, flaky and itchy"
1679,Itching,165,contact dermatitis – inflammation of the skin that occurs when you come into contact with an irritant or allergen (see below)
1680,Itching,165,"urticaria – also known as hives, welts or nettle rash; urticaria is triggered by an allergen and causes a raised, red itchy rash to develop"
1681,Itching,165,lichen planus – an itchy rash of unknown cause
1682,Itching,165,"psoriasis – a skin condition that causes red, flaky, crusty patches of skin covered with silvery scales"
1683,Itching,165,dandruff –  a common skin condition that causes dry white or grey flakes of dead skin to appear in the scalp or hair
1684,Itching,165,folliculitis – a skin condition caused by inflamed hair follicles
1685,Itching,165,prurigo – small blisters (fluid-filled swellings) that are very itchy
1686,Itching,165,"cosmetic ingredients, such as preservatives, fragrances, hair dye and nail varnish hardeners"
1687,Itching,165,"certain metals, such as nickel or cobalt in jewellery"
1688,Itching,165,rubber – including latex
1689,Itching,165,textiles – particularly the dyes and resins that are contained in them
1690,Itching,165,"some plants – such as chrysanthemums, sunflowers, daffodils, tulips and primula"
1691,Itching,165,"an allergy to certain foods or types of medication (for example, aspirin and a group of medicines called opioids)"
1692,Itching,165,"prickly heat – an itchy rash that appears in hot, humid weather conditions"
1693,Itching,165,sunburn – skin damage caused by exposure to ultraviolet (UV) rays
1694,Itching,165,"the scabies mite, which burrows into the skin and causes a skin condition called scabies"
1695,Itching,165,"head lice, pubic lice or body lice"
1696,Itching,165,"insect bites and stings from bees, wasps, mosquitoes, fleas and bedbugs"
1697,Itching,165,threadworms – small worm parasites that infect the bowels of humans and can cause an itchy bottom
1698,Itching,165,trichomonas vaginalis – a tiny parasite that causes a sexually transmitted infection (STI) called trichomoniasis
1699,Itching,165,chickenpox or another viral infection
1700,Itching,165,athlete's foot – a fungal infection that causes itching in between the toes
1701,Itching,165,ringworm – a fungal infection that causes a ring-like red rash to develop on the skin and can cause an itchy scalp
1702,Itching,165,vaginal thrush or thrush in men – yeast infections that can cause itching in and around the genitals
1703,Itching,165,haemorrhoids (piles) – enlarged and swollen blood vessels in or around the lower rectum or anus
1704,Itching,165,an overactive thyroid or underactive thyroid – where the thyroid gland in the neck produces too much or too little thyroid hormone
1705,Itching,165,iron deficiency anaemia – where a lack of iron in the body leads to a reduction in the number of red blood cells
1706,Itching,165,polycythaemia – where you have a high concentration of red blood cells in your blood
1707,Itching,165,"liver-related conditions, such as primary biliary cirrhosis and hepatitis"
1708,Itching,165,long standing kidney failure
1709,Itching,165,"in rare cases, certain types of cancer, including liver cancer, pancreatic cancer, leukaemia and Hodgkin lymphoma"
1710,Itching,165,"pruritic urticarial papules and plaques of pregnancy (PUPPP) – a common skin condition that causes itchy, red, raised bumps that appear on the thighs and abdomen (tummy)"
1711,Itching,165,"prurigo gestationis – a skin rash that appears as red, itchy dots and mainly affects the arms, legs and torso"
1712,Itching,165,obstetric cholestasis – a rare disorder that affects the liver during pregnancy and causes itching without a rash
1713,Itchy bottom,166,a bacterial infection – such as those that cause streptococcal infections
1714,Itchy bottom,166,"a skin condition – such as atopic eczema, where the skin becomes red, dry and flaky"
1715,Itchy bottom,166,haemorrhoids (piles) – swellings that contain enlarged and swollen blood vessels in and around the anus
1716,Itchy bottom,166,heat
1717,Itchy bottom,166,woollen clothing or blankets
1718,Itchy bottom,166,moisture
1719,Itchy bottom,166,soiling yourself
1720,Itchy bottom,166,stress or anxiety
1721,Itchy bottom,166,"how often you wash and whether you use creams, powders or soaps around your anus"
1722,Itchy bottom,166,the duration and pattern of your itching – such as whether your symptoms are worse at night or after eating certain foods
1723,Itchy bottom,166,other symptoms – such as bleeding or other discharge from your anus
1724,Itchy bottom,166,keeping your bottom clean and dry
1725,Itchy bottom,166,avoid using scented soaps
1726,Itchy bottom,166,use soft toilet tissue
1727,Itchy bottom,166,avoid scratching
1728,Itchy bottom,166,thick and leathery skin (lichenification)
1729,Itchy bottom,166,sore and broken down skin (ulceration)
1730,Itchy bottom,166,the top layer of skin being worn away (excoriation)
1731,Itchy bottom,166,infection
1732,Symptom may not be a bullet point,167,null
1733,Kidney cancer,168,blood in your urine
1734,Kidney cancer,168,"a constant pain in your side, just below the ribs"
1735,Kidney cancer,168,a lump or swelling in the kidney area (on either side of the body)
1736,Kidney cancer,168,transitional cell cancer – develops in the lining of the kidneys and usually affects men who are 50 years of age or over
1737,Kidney cancer,168,Wilms’ tumour – a rare type of kidney cancer that affects children
1738,Kidney infection,169,"pain and discomfort in your side, lower back or around your genitals"
1739,Kidney infection,169,high temperature (it may reach 39.5C or 103.1F)
1740,Kidney infection,169,shivering or chills
1741,Kidney infection,169,feeling very weak or tired
1742,Kidney infection,169,loss of appetite
1743,Kidney infection,169,feeling sick or being sick
1744,Kidney infection,169,diarrhoea
1745,Kidney infection,169,pain or a burning sensation during urination
1746,Kidney infection,169,need to urinate frequently or urgently
1747,Kidney infection,169,feeling that you're unable to urinate fully
1748,Kidney infection,169,blood in your urine
1749,Kidney infection,169,cloudy or foul smelling urine
1750,Kidney infection,169,pain in your lower abdomen
1751,Kidney infection,169,a lack of energy
1752,Kidney infection,169,irritability
1753,Kidney infection,169,poor feeding and/or vomiting
1754,Kidney infection,169,not growing at the expected rate
1755,Kidney infection,169,abdominal pain
1756,Kidney infection,169,jaundice (yellowing of the skin and whites of the eyes)
1757,Kidney infection,169,blood in the urine
1758,Kidney infection,169,unpleasant smelling urine
1759,Kidney infection,169,bedwetting
1760,Kidney stones,170,gets stuck in your kidney
1761,Kidney stones,170,starts to travel down the ureter (the tube that attaches each kidney to the bladder) – the ureter is narrow and kidney stones can cause pain as they try to pass through
1762,Kidney stones,170,causes an infection
1763,Kidney stones,170,"a persistent ache in the lower back, which is sometimes also felt in the groin – men may have pain in their testicles and scrotum"
1764,Kidney stones,170,"periods of intense pain in the back or side of your abdomen, or occasionally in your groin, which may last for minutes or hours"
1765,Kidney stones,170,feeling restless and unable to lie still
1766,Kidney stones,170,nausea (feeling sick)
1767,Kidney stones,170,needing to urinate more often than normal
1768,Kidney stones,170,pain when you urinate (dysuria)
1769,Kidney stones,170,blood in your urine (haematuria) – this may be caused by the stone scratching the kidney or ureter
1770,Kidney stones,170,a high temperature (fever) of 38C (100.4F) or over
1771,Kidney stones,170,chills and shivering
1772,Kidney stones,170,feeling very weak or tired
1773,Kidney stones,170,diarrhoea
1774,Kidney stones,170,cloudy and bad-smelling urine
1775,Labyrinthitis,171,a feeling of pressure inside your ear(s)
1776,Labyrinthitis,171,ringing or humming in your ear(s) (tinnitus)
1777,Labyrinthitis,171,fluid or pus leaking out of your ear(s)
1778,Labyrinthitis,171,ear pain
1779,Labyrinthitis,171,feeling sick (nausea) or being sick
1780,Labyrinthitis,171,a high temperature (fever) of 38C (100.4F) or above
1781,Labyrinthitis,171,"changes in vision, such as blurred vision or double vision"
1782,Labyrinthitis,171,mild headaches
1783,Labyrinthitis,171,colds or illness
1784,Labyrinthitis,171,the dark
1785,Labyrinthitis,171,being in crowded areas or small rooms
1786,Labyrinthitis,171,tiredness
1787,Labyrinthitis,171,a women’s period
1788,Labyrinthitis,171,walking
1789,Labyrinthitis,171,the cochlea – this relays sounds to the brain and is responsible for hearing
1790,Labyrinthitis,171,the vestibular system – a complex set of fluid-filled channels that contributes to your sense of balance
1791,Labyrinthitis,171,"a viral infection, such as a cold or flu"
1792,Labyrinthitis,171,"a bacterial infection, which is much less common"
1793,Lactose intolerance,172,flatulence (wind)
1794,Lactose intolerance,172,diarrhoea
1795,Lactose intolerance,172,bloated stomach
1796,Lactose intolerance,172,stomach cramps and pains
1797,Lactose intolerance,172,stomach rumbling
1798,Lactose intolerance,172,feeling sick
1799,Lactose intolerance,172,irritable bowel syndrome (IBS) – a long-term disorder that affects the digestive system
1800,Lactose intolerance,172,milk protein intolerance – an adverse reaction to the protein in milk from cows (not the same as a milk allergy)
1801,Lactose intolerance,172,"Osteopenia – where you have a very low bone-mineral density. If osteopenia is not treated, it can develop into osteoporosis."
1802,Lactose intolerance,172,"Osteoporosis – where your bones become thin and weak. If you have osteoporosis, your risk of getting fractures and broken bones is increased."
1803,Lactose intolerance,172,"Malnutrition – when the food you eat doesn't give you the nutrients essential for a healthy functioning body. If you're malnourished, wounds can take longer to heal and you may start to feel tired or depressed."
1804,Laryngeal (larynx) cancer,173,"a change in your voice, such as sounding hoarse"
1805,Laryngeal (larynx) cancer,173,pain when swallowing or difficulty swallowing
1806,Laryngeal (larynx) cancer,173,a lump or swelling in your neck
1807,Laryngeal (larynx) cancer,173,a long-lasting cough
1808,Laryngeal (larynx) cancer,173,a persistent sore throat or earache
1809,Laryngeal (larynx) cancer,173,"in severe cases, difficulty breathing"
1810,Laryngeal (larynx) cancer,173,smoking tobacco
1811,Laryngeal (larynx) cancer,173,regularly drinking large amounts of alcohol
1812,Laryngeal (larynx) cancer,173,having a family history of head and neck cancer
1813,Laryngeal (larynx) cancer,173,having an unhealthy diet
1814,Laryngeal (larynx) cancer,173,"exposure to certain chemicals and substances, such as asbestos and coal dust"
1815,Laryngitis,174,hoarseness
1816,Laryngitis,174,difficulty speaking
1817,Laryngitis,174,sore throat
1818,Laryngitis,174,mild fever
1819,Laryngitis,174,irritating cough
1820,Laryngitis,174,a constant need to clear your throat
1821,Laryngitis,174,a headache
1822,Laryngitis,174,swollen glands
1823,Laryngitis,174,runny nose
1824,Laryngitis,174,pain when swallowing
1825,Laryngitis,174,feeling tired and achy
1826,Laryngitis,174,"a viral infection – such as a cold or flu, or"
1827,Laryngitis,174,damage to your larynx – usually by straining your voice
1828,Laryngitis,174,making sure you have the annual flu vaccine (if recommended by your GP)
1829,Laryngitis,174,practising good personal hygiene  – such as washing your hands before and after eating and after using the toilet
1830,Laryngitis,174,"avoiding close contact with people who have respiratory infections, such as a cold or flu – particularly if you're prone to laryngitis"
1831,Laryngitis,174,"avoiding irritants, such as smoke or dust – particularly if you have a cold or other respiratory tract infection"
1832,Laryngitis,174,not smoking
1833,Laryngitis,174,not drinking more than the recommended limits of alcohol consumption
1834,Laryngitis,174,not regularly clearing your throat – as this can irritate the larynx (try swallowing instead)
1835,Laryngitis,174,raising your head with pillows when you're sleeping – to protect your larynx from any acid reflux from your stomach during sleep
1836,Laryngitis,174,not shouting or singing loudly or for long periods of time – it's important for people who regularly use their voice excessively to receive proper training so they don't damage their larynx
1837,Leg cramps,175,abnormal nerve activity during sleep which causes the muscle of the leg to cramp
1838,Leg cramps,175,"excessive strain placed on leg muscles, such as when exercising, may cause the muscles to cramp at certain times"
1839,Leg cramps,175,a sudden restriction in the blood supply to the affected muscles
1840,Leg cramps,175,"pregnancy: the extra weight of pregnancy can place strain on the leg muscles, making them more vulnerable to cramping"
1841,Leg cramps,175,exercise: leg cramps are often experienced when resting after exercise
1842,Leg cramps,175,"neurological conditions (conditions that affect the nerves in your leg muscles): for example, motor neurone disease or peripheral neuropathy"
1843,Leg cramps,175,"liver disease: if your liver stops working properly, toxins will build up in your blood, which can make your muscles go into spasm"
1844,Leg cramps,175,"infection: some types of bacterial infection, such as tetanus, can cause muscle cramps and spasm"
1845,Leg cramps,175,"toxins: in some people, high levels of toxic (poisonous) substances in the blood, such as lead or mercury, can cause leg cramps"
1846,Leg cramps,175,"dehydration: in some people, low levels of water in the body can lead to a drop in your salt levels, which can trigger muscle cramps"
1847,Leg cramps,175,"diuretics: these remove fluid from the body and are used to treat conditions such as high blood pressure, heart failure and some types of kidney disease"
1848,Leg cramps,175,statins: these are used to treat people with high cholesterol levels in their blood
1849,Leg cramps,175,raloxifene: this is used to prevent osteoporosis (thinning of the bones) in women who have experienced the menopause
1850,Leg cramps,175,nifedipine: this is used to treat angina and Raynaud's phenomenon
1851,Leg cramps,175,nicotinic acid: this is used to treat high cholesterol
1852,Lichen planus,176,"purple-red coloured bumps (papules) that are slightly raised, shiny and have a flat top. The papules usually measure 3-5mm in diameter and may also have irregular white streaks (Wickham's striae)"
1853,Lichen planus,176,"thicker scaly patches can appear, usually around the ankles – this is known as hypertrophic lichen planus"
1854,Lichen planus,176,itchy skin
1855,Lichen planus,176,a white pattern on the tongue and inner cheeks
1856,Lichen planus,176,red and white patches in the mouth
1857,Lichen planus,176,burning and discomfort in the mouth while eating or drinking
1858,Lichen planus,176,painful red gums
1859,Lichen planus,176,purple or white ring-shaped patches on the tip of the penis (glans)
1860,Lichen planus,176,bumps (papules) that are flat-topped and shiny
1861,Lichen planus,176,a non-itchy rash
1862,Lichen planus,176,"soreness, burning and rawness around the vulva"
1863,Lichen planus,176,"the vulva may be covered in white streaks and be a red, pink or pale white colour"
1864,Lichen planus,176,"if the vagina is affected, sexual intercourse can be painful"
1865,Lichen planus,176,"if the outer layers of skin break down, moist, red patches can form"
1866,Lichen planus,176,"scar tissue can form, which distorts the shape of the vagina"
1867,Lichen planus,176,"a sticky yellow or green discharge, which may be bloodstained"
1868,Lichen planus,176,the opening of the vagina can become narrowed
1869,Lichen planus,176,"the nails – which can become thinner, ridged and grooved, or they may become darker, thicker or raised; they may sometimes shed or stop growing"
1870,Lichen planus,176,"the scalp – red patches can appear around clusters of hair; in some cases, permanent hair loss can occur"
1871,Liver cancer,177,unexplained weight loss
1872,Liver cancer,177,loss of appetite
1873,Liver cancer,177,"feeling very full after eating, even if the meal was small"
1874,Liver cancer,177,feeling sick and vomiting
1875,Liver cancer,177,pain or swelling in your abdomen (tummy)
1876,Liver cancer,177,jaundice (yellowing of your skin and the whites of your eyes)
1877,Liver cancer,177,itchy skin
1878,Liver cancer,177,feeling very tired and weak
1879,Liver cancer,177,surgical resection – surgery to remove a section of liver
1880,Liver cancer,177,liver transplant – where the liver is replaced with a donor's liver
1881,Liver cancer,177,microwave or radiofrequency ablation – where microwaves or radio waves are used to destroy the cancerous cells
1882,Symptom may not be a bullet point,178,null
1883,Symptom may not be a bullet point,179,null
1884,Symptom may not be a bullet point,180,null
1885,Lung cancer,181,a cough that doesn’t go away after 2 or 3 weeks
1886,Lung cancer,181,a long-standing cough that gets worse
1887,Lung cancer,181,persistent chest infections
1888,Lung cancer,181,coughing up blood
1889,Lung cancer,181,an ache or pain when breathing or coughing
1890,Lung cancer,181,persistent breathlessness
1891,Lung cancer,181,persistent tiredness or lack of energy
1892,Lung cancer,181,loss of appetite or unexplained weight loss
1893,Lung cancer,181,"changes in the appearance of your fingers, such as becoming more curved or their ends becoming larger (this is known as finger clubbing)"
1894,Lung cancer,181,a high temperature (fever) of 38C (100.4F) or above
1895,Lung cancer,181,difficulty swallowing or pain when swallowing
1896,Lung cancer,181,wheezing
1897,Lung cancer,181,a hoarse voice
1898,Lung cancer,181,swelling of your face or neck
1899,Lung cancer,181,persistent chest or shoulder pain
1900,Lung cancer,181,Cancer Research UK: Symptoms of lung cancer
1901,Lung cancer,181,Macmillan Cancer Support: Signs and Symptoms of lung cancer
1902,Lupus,182,fatigue (extreme tiredness)
1903,Lupus,182,"rashes – particularly on the face, wrists and hands"
1904,Lupus,182,joint pain and swelling
1905,Lupus,182,"hydroxychloroquine – a medicine that has historically been used to treat malaria, but can also help treat some symptoms of SLE"
1906,Lupus,182,corticosteroids – anti-inflammatory medications
1907,Lupus,182,immunosuppressants – a group of medicines that suppress your immune system
1908,Lyme disease,183,pain and swelling in the joints
1909,Lyme disease,183,nerve problems – such as numbness or pain in your limbs
1910,Lyme disease,183,memory problems
1911,Lyme disease,183,difficulty concentrating
1912,Lyme disease,183,heart problems
1913,Lymphoedema,184,"an aching, heavy feeling"
1914,Lymphoedema,184,difficulty with movement
1915,Lymphoedema,184,repeated skin infections
1916,Lymphoedema,184,the skin becoming hard and tight
1917,Lymphoedema,184,folds developing in the skin
1918,Lymphoedema,184,wart-like growths developing on the skin
1919,Lymphoedema,184,a leakage of fluid through the skin
1920,Lymphogranuloma venereum (LGV),185,null
1921,Malaria,186,a high temperature (fever)
1922,Malaria,186,headache
1923,Malaria,186,sweats
1924,Malaria,186,chills
1925,Malaria,186,muscle aches or pains
1926,Malaria,186,vomiting and or diarrhoea
1927,Malaria,186,babies
1928,Malaria,186,young children
1929,Malaria,186,pregnant women
1930,Malaria,186,older people
1931,Malignant brain tumour (cancerous),187,"severe, persistent headaches"
1932,Malignant brain tumour (cancerous),187,seizures (fits)
1933,Malignant brain tumour (cancerous),187,"persistent nausea, vomiting and drowsiness"
1934,Malignant brain tumour (cancerous),187,"mental or behavioural changes, such as memory problems or changes in personality"
1935,Malignant brain tumour (cancerous),187,"progressive weakness or paralysis on one side of the body, vision problems, or speech problems"
1936,Malignant brain tumour (cancerous),187,an astrocytoma develops from cells thought to provide the brain's framework
1937,Malignant brain tumour (cancerous),187,an oligodendroglioma develops from the cells that produce the fatty covering of nerves
